date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE,COAL_PRICE,URANIUM_PRICE,BIOMASS_PRICE,GAS_PRICE,OIL_PRICE
2011-03-14 20:30:00,999836,999573,1000074,1000063,999481,244749,967140,1993915,1300032,1013536,1013536,994853,1021436,2234449,917587,1038979
2011-03-14 21:30:00,999859,999681,999954,1000214,999443,203957,1450711,1106461,1296843,1033363,1033363,995136,1017956,2233312,917846,1038431
2011-03-14 22:30:00,999951,999512,999907,1000223,999588,203957,3384993,0,1294929,1001289,1001289,995426,1014354,2232232,918112,1037857
2011-03-14 23:30:00,999865,999421,999924,1000227,999413,203957,4352134,0,1294291,946472,946472,995724,1010630,2231208,918383,1037256
2011-03-15 00:30:00,999912,999258,999972,1000277,999596,163166,3868563,0,1289188,881158,881158,996030,1006782,2230242,918660,1036629
2011-03-15 01:30:00,999913,999371,999742,1000405,999696,163166,2901422,0,1292378,833922,833922,996340,1002963,2229947,918934,1036007
2011-03-15 02:30:00,999854,999345,999679,1000415,999617,163166,1934281,0,1291102,812928,812928,996656,999172,2230324,919204,1035390
2011-03-15 03:30:00,999944,999408,999634,1000397,999505,163166,1934281,0,1290464,808846,808846,996977,995410,2231373,919471,1034779
2011-03-15 04:30:00,999911,999256,999598,1000302,999706,163166,1934281,0,1289188,811178,811178,997303,991675,2233094,919733,1034172
2011-03-15 05:30:00,999937,999173,999546,1000265,999694,163166,2417852,0,1289188,827507,827507,997634,987968,2235487,919992,1033571
2011-03-15 06:30:00,999944,999128,999483,1000519,999511,163166,2417852,0,1287275,871244,871244,997970,984289,2238551,920247,1032975
2011-03-15 07:30:00,1000003,999267,999493,1000560,999536,163166,2417852,0,1282809,958135,958135,998312,980639,2242288,920499,1032384
2011-03-15 08:30:00,999999,999445,999471,1000612,999514,163166,2417852,0,1285999,1036279,1036279,998658,977016,2246696,920747,1031799
2011-03-15 09:30:00,1000004,999294,999426,1000560,999371,203957,2417852,0,1284085,1029281,1029281,999009,973422,2251776,920991,1031218
2011-03-15 10:30:00,999898,999430,999392,1000454,999394,244749,2901422,0,1281533,1039195,1039195,999366,969855,2257528,921231,1030643
2011-03-15 11:30:00,999867,999515,999265,1000243,999272,326332,2901422,0,1278344,1040361,1040361,999728,966317,2263952,921468,1030072
2011-03-15 12:30:00,999872,999398,999485,1000144,999332,407915,3384993,225505,1276430,1041527,1041527,1000094,962807,2271047,921701,1029507
2011-03-15 13:30:00,999887,999455,999665,999915,999315,530290,3384993,839034,1276430,1036862,1036862,1000466,959324,2278815,921930,1028947
2011-03-15 14:30:00,1000060,999302,999706,999976,999460,652664,3868563,410775,1275155,1024616,1024616,1000843,955870,2287254,922156,1028393
2011-03-15 15:30:00,1000180,999344,999893,1000003,999422,734247,3868563,427072,1273879,1012952,1012952,1001225,952444,2296366,922378,1027843
2011-03-15 16:30:00,1000110,999388,1000044,1000125,999562,775039,3868563,377698,1274517,1010037,1010037,1001612,949046,2306149,922596,1027298
2011-03-15 17:30:00,1000055,999430,1000015,1000031,999569,815830,3868563,2073537,1271965,1011203,1011203,1002004,945676,2316604,922810,1026759
2011-03-15 18:30:00,999906,999017,999985,1000139,999477,815830,3868563,1263840,1274517,1000706,1000706,1002402,942334,2327731,923021,1026225
2011-03-15 19:30:00,999733,999136,999850,1000159,999594,775039,3384993,591323,1270689,1007121,1007121,1002804,939021,2339529,923228,1025696
2011-03-15 20:30:00,999793,999254,999884,1000108,999697,693456,3384993,598106,1269413,1038028,1038028,1003212,935735,2352000,923431,1025172
2011-03-15 21:30:00,999841,999207,1000002,1000000,999620,693456,3384993,308224,1269413,1029281,1029281,1003624,932477,2365142,923631,1024654
2011-03-15 22:30:00,999729,999438,1000106,1000045,999419,693456,3384993,0,1271327,1002456,1002456,1004042,929248,2378956,923827,1024140
2011-03-15 23:30:00,1000039,999450,1000053,1000110,999505,693456,3384993,0,1268138,948221,948221,1004465,926046,2393443,924019,1023632
2011-03-16 00:30:00,999939,999596,1000051,1000037,999371,693456,2901422,0,1268138,886406,886406,1004893,922873,2408601,924207,1023129
2011-03-16 01:30:00,999919,999537,1000008,1000101,999245,693456,2901422,0,1266224,850250,850250,1005308,919873,2424025,924459,1022674
2011-03-16 02:30:00,999983,999713,1000074,1000292,999414,652664,2901422,0,1267500,827507,827507,1005710,917048,2439716,924774,1022268
2011-03-16 03:30:00,999822,999597,1000217,1000186,999499,652664,2901422,0,1264310,803597,803597,1006100,914396,2455673,925152,1021911
2011-03-16 04:30:00,999776,999632,1000239,1000100,999392,652664,2901422,0,1263672,802431,802431,1006477,911918,2471896,925593,1021602
2011-03-16 05:30:00,1000079,999677,1000352,1000032,999380,652664,2901422,0,1264310,811178,811178,1006841,909614,2488386,926097,1021343
2011-03-16 06:30:00,999957,999733,1000397,999880,999396,652664,2901422,0,1263034,849667,849667,1007192,907483,2505142,926665,1021131
2011-03-16 07:30:00,999877,999722,1000457,999913,999502,693456,2901422,0,1264310,926644,926644,1007531,905527,2522164,927295,1020969
2011-03-16 08:30:00,999820,999618,1000537,999839,999657,652664,2901422,0,1261759,998957,998957,1007857,903744,2539453,927989,1020855
2011-03-16 09:30:00,999706,999599,1000703,999838,999628,652664,2901422,0,1259207,1001872,1001872,1008170,902135,2557009,928746,1020790
2011-03-16 10:30:00,999656,999476,1000607,999888,999562,611873,3384993,0,1252190,1015285,1015285,1008471,900700,2574830,929566,1020773
2011-03-16 11:30:00,999748,999378,1000708,999907,999709,571081,3384993,0,1250914,1036862,1036862,1008759,899439,2592918,930449,1020805
2011-03-16 12:30:00,999798,999532,1000695,1000049,999557,530290,2901422,72321,1247087,1025199,1025199,1009034,898352,2611272,931395,1020886
2011-03-16 13:30:00,999796,999604,1000694,1000181,999674,489498,2901422,152568,1242622,1034529,1034529,1009296,897438,2629893,932405,1021015
2011-03-16 14:30:00,999746,999613,1000730,1000042,999684,489498,3384993,391764,1240708,1036862,1036862,1009546,896699,2648780,933477,1021193
2011-03-16 15:30:00,999802,999387,1000536,1000076,999685,489498,3868563,659548,1236243,1029864,1029864,1009783,896133,2667934,934613,1021420
2011-03-16 16:30:00,999966,999532,1000568,999882,999627,530290,4352134,829788,1235605,1015868,1015868,1010007,895741,2687353,935812,1021695
2011-03-16 17:30:00,999994,999650,1000521,999963,999767,571081,4352134,670776,1234967,1044443,1044443,1010218,895523,2707039,937074,1022019
2011-03-16 18:30:00,1000163,999779,1000490,999735,999741,571081,3868563,435712,1235605,1031614,1031614,1010417,895479,2726992,938399,1022392
2011-03-16 19:30:00,1000076,999756,1000561,999772,999629,530290,3868563,463309,1237519,1005371,1005371,1010603,895608,2747211,939788,1022813
2011-03-16 20:30:00,1000103,999863,1000400,999886,999642,489498,3384993,336615,1239432,1013536,1013536,1010776,895912,2767696,941239,1023283
2011-03-16 21:30:00,1000183,999886,1000483,999868,999749,448706,2417852,110628,1239432,1029281,1029281,1010936,896389,2788448,942754,1023802
2011-03-16 22:30:00,1000142,999632,1000557,999811,999759,448706,1450711,531872,1242622,1020534,1020534,1011084,897040,2809466,944332,1024369
2011-03-16 23:30:00,999884,999622,1000853,999738,999979,407915,1450711,0,1243898,952887,952887,1011219,897865,2830750,945973,1024985
2011-03-17 00:30:00,999989,999556,1000827,999648,1000184,367123,1450711,0,1245811,886406,886406,1011341,898864,2852301,947677,1025650
2011-03-17 01:30:00,999856,999677,1001025,999523,1000302,326332,1934281,0,1245811,837421,837421,1011456,899904,2873412,949385,1026307
2011-03-17 02:30:00,999873,999807,1000897,999389,1000354,326332,1934281,0,1245811,825757,825757,1011563,900986,2894084,951098,1026957
2011-03-17 03:30:00,999854,999844,1000784,999619,1000470,326332,2417852,0,1243898,802431,802431,1011662,902108,2914316,952815,1027599
2011-03-17 04:30:00,999941,999934,1000802,999826,1000496,367123,2417852,0,1241984,791934,791934,1011754,903272,2934110,954536,1028233
2011-03-17 05:30:00,999900,1000114,1000733,999797,1000463,367123,2417852,0,1241346,814677,814677,1011838,904478,2953464,956262,1028860
2011-03-17 06:30:00,999869,1000250,1000855,999781,1000385,367123,2417852,0,1241346,857248,857248,1011914,905724,2972378,957991,1029480
2011-03-17 07:30:00,999820,1000139,1000800,999809,1000377,367123,2417852,0,1240708,942390,942390,1011983,907012,2990853,959725,1030092
2011-03-17 08:30:00,999760,1000129,1000796,999807,1000302,367123,2417852,0,1236243,1001289,1001289,1012044,908341,3008889,961464,1030697
2011-03-17 09:30:00,999819,1000234,1000714,999722,1000311,407915,2417852,0,1230502,1001289,1001289,1012098,909711,3026485,963206,1031294
2011-03-17 10:30:00,1000009,1000275,1000728,999894,1000240,407915,2417852,0,1227312,987293,987293,1012143,911123,3043643,964953,1031883
2011-03-17 11:30:00,999925,1000522,1000718,999951,1000177,448706,2417852,0,1225399,987876,987876,1012182,912576,3060360,966704,1032465
2011-03-17 12:30:00,999885,1000500,1000696,999866,1000198,489498,2901422,608460,1212003,993708,993708,1012212,914070,3076639,968459,1033040
2011-03-17 13:30:00,999900,1000445,1000568,999871,1000165,489498,2901422,1576321,1203710,978546,978546,1012235,915606,3092478,970218,1033607
2011-03-17 14:30:00,999806,1000570,1000405,999904,1000157,530290,3384993,2608454,1196693,978546,978546,1012250,917183,3107877,971982,1034166
2011-03-17 15:30:00,999635,1000588,1000557,999871,1000309,611873,3868563,3446819,1190952,972131,972131,1012258,918801,3122837,973750,1034718
2011-03-17 16:30:00,999600,1000420,1000318,999834,1000258,652664,3868563,3985368,1223485,951137,951137,1012258,920460,3137358,975522,1035263
2011-03-17 17:30:00,999478,1000461,1000359,999911,1000184,652664,4352134,4166140,1236243,961634,961634,1012250,922161,3151440,977299,1035800
2011-03-17 18:30:00,999492,1000597,1000445,1000086,1000292,652664,3868563,3962234,1229226,941807,941807,1012235,923903,3165082,979079,1036329
2011-03-17 19:30:00,999537,1000523,1000246,999920,1000548,652664,3868563,2628473,1227312,926061,926061,1012212,925687,3178285,980864,1036851
2011-03-17 20:30:00,999627,1000452,1000328,999955,1000396,652664,3384993,2057311,1222847,954636,954636,1012182,927511,3191048,982654,1037365
2011-03-17 21:30:00,999519,1000438,1000218,1000060,1000360,652664,2901422,1228505,1219658,970382,970382,1012143,929377,3203372,984447,1037872
2011-03-17 22:30:00,999571,1000369,1000011,1000269,1000409,652664,2901422,412649,1217744,956386,956386,1012098,931284,3215257,986245,1038372
2011-03-17 23:30:00,999747,1000368,1000034,1000444,1000279,652664,2901422,0,1215830,889322,889322,1012044,933233,3226702,988047,1038863
2011-03-18 00:30:00,999770,1000340,999996,1000702,1000068,693456,2901422,0,1214554,821092,821092,1011983,935223,3237708,989853,1039348
2011-03-18 01:30:00,999790,1000230,1000033,1000606,999977,734247,2901422,0,1215192,784353,784353,1011925,937191,3248480,991587,1039812
2011-03-18 02:30:00,999738,1000047,1000174,1000635,999793,775039,3384993,0,1212641,770357,770357,1011871,939137,3259017,993248,1040257
2011-03-18 03:30:00,999807,1000113,1000154,1000611,999853,815830,3868563,0,1210089,743531,743531,1011820,941062,3269320,994836,1040683
2011-03-18 04:30:00,999836,999876,1000206,1000476,999874,897413,3868563,0,1208175,738283,738283,1011772,942965,3279389,996351,1041088
2011-03-18 05:30:00,999754,999722,1000316,1000574,1000174,978996,3868563,0,1206262,747030,747030,1011728,944847,3289223,997793,1041474
2011-03-18 06:30:00,999751,999696,1000406,1000596,1000261,1019788,4352134,0,1204348,787852,787852,1011688,946707,3298823,999163,1041840
2011-03-18 07:30:00,1000047,999742,1000330,1000555,1000274,1019788,4352134,0,1205624,882324,882324,1011650,948545,3308189,1000460,1042186
2011-03-18 08:30:00,1000113,999810,1000453,1000606,1000252,1101371,4352134,0,1206262,934809,934809,1011616,950362,3317320,1001684,1042513
2011-03-18 09:30:00,1000121,999607,1000428,1000665,1000299,1142163,4352134,0,1206262,931893,931893,1011586,952157,3326218,1002836,1042820
2011-03-18 10:30:00,999995,999546,1000490,1000512,1000284,1101371,3868563,0,1204986,979712,979712,1011559,953931,3334880,1003914,1043107
2011-03-18 11:30:00,999986,999396,1000505,1000565,1000317,1019788,3384993,0,1207537,984961,984961,1011535,955682,3343309,1004920,1043374
2011-03-18 12:30:00,999825,999512,1000357,1000458,1000203,978996,2901422,119205,1201159,998373,998373,1011514,957413,3351503,1005854,1043622
2011-03-18 13:30:00,999875,999471,1000464,1000251,1000291,897413,3384993,1301763,1201159,999540,999540,1011497,959121,3359462,1006714,1043850
2011-03-18 14:30:00,999754,999409,1000523,1000339,1000430,815830,3384993,2145439,1199883,991959,991959,1011484,960808,3367188,1007502,1044058
2011-03-18 15:30:00,999846,999457,1000296,1000178,1000203,734247,3868563,3467053,1200521,975630,975630,1011474,962474,3374679,1008217,1044246
2011-03-18 16:30:00,999755,999445,1000569,1000326,1000294,652664,3868563,2694948,1198607,983211,983211,1011467,964117,3381936,1008859,1044415
2011-03-18 17:30:00,999738,999376,1000656,1000176,1000247,652664,4352134,4201992,1197969,966299,966299,1011463,965739,3388958,1009429,1044564
2011-03-18 18:30:00,999530,999246,1000586,1000125,1000208,611873,4352134,3377068,1197331,941223,941223,1011463,967340,3395746,1009925,1044694
2011-03-18 19:30:00,999703,999402,1000708,1000239,1000115,611873,3868563,3446569,1194780,929560,929560,1011467,968919,3402300,1010349,1044803
2011-03-18 20:30:00,999553,999384,1000675,1000167,1000221,611873,3384993,2596405,1194142,944722,944722,1011474,970476,3408620,1010701,1044893
2011-03-18 21:30:00,999652,999468,1000604,1000053,1000368,652664,2417852,1254067,1191590,934809,934809,1011484,972012,3414705,1010979,1044963
2011-03-18 22:30:00,999719,999711,1000715,1000012,1000455,652664,1934281,421155,1190952,907983,907983,1011497,973525,3420556,1011185,1045014
2011-03-18 23:30:00,999644,999783,1000615,999810,1000469,652664,1934281,0,1191590,857831,857831,1011514,975018,3426172,1011318,1045044
2011-03-19 00:30:00,999673,999792,1000595,999794,1000571,734247,3868563,0,1190314,801848,801848,1011535,976488,3431554,1011378,1045055
2011-03-19 01:30:00,999832,1000051,1000527,999733,1000417,815830,3868563,0,1187125,754612,754612,1011556,977920,3436793,1011434,1045071
2011-03-19 02:30:00,999766,1000080,1000262,999690,1000516,775039,2417852,0,1187763,731868,731868,1011578,979311,3441887,1011486,1045092
2011-03-19 03:30:00,999827,999921,1000322,999601,1000417,611873,1450711,0,1187125,721371,721371,1011601,980663,3446838,1011534,1045118
2011-03-19 04:30:00,999669,1000124,1000193,999610,1000451,489498,1934281,0,1186487,714957,714957,1011625,981975,3451646,1011578,1045149
2011-03-19 05:30:00,999558,1000177,1000148,999504,1000109,407915,1934281,0,1185849,712624,712624,1011649,983247,3456309,1011618,1045186
2011-03-19 06:30:00,999577,1000201,1000026,999537,1000283,326332,2417852,0,1187125,717289,717289,1011675,984480,3460829,1011654,1045227
2011-03-19 07:30:00,999279,1000161,999885,999585,1000257,285540,2417852,0,1187763,768024,768024,1011701,985673,3465206,1011686,1045273
2011-03-19 08:30:00,999395,1000067,999735,999522,1000288,285540,2417852,0,1185849,797766,797766,1011728,986827,3469438,1011714,1045324
2011-03-19 09:30:00,999434,1000324,999670,999561,1000378,285540,1934281,0,1185849,829839,829839,1011756,987940,3473527,1011738,1045380
2011-03-19 10:30:00,999407,1000167,999708,999582,1000400,244749,1934281,0,1186487,865996,865996,1011785,989015,3477472,1011758,1045442
2011-03-19 11:30:00,999383,1000287,999689,999504,1000359,244749,1934281,0,1185849,887573,887573,1011815,990049,3481273,1011774,1045508
2011-03-19 12:30:00,999508,1000181,999873,999516,1000539,244749,2901422,694579,1185849,891655,891655,1011845,991044,3484931,1011786,1045579
2011-03-19 13:30:00,999555,1000241,999983,999653,1000518,244749,3384993,1715600,1185849,882907,882907,1011877,991999,3488445,1011793,1045656
2011-03-19 14:30:00,999681,1000278,1000025,999613,1000363,244749,3868563,2054652,1181384,875909,875909,1011909,992915,3491815,1011797,1045737
2011-03-19 15:30:00,999671,1000314,1000134,999738,1000475,244749,3868563,3652814,1180108,864246,864246,1011942,993791,3495042,1011797,1045823
2011-03-19 16:30:00,999627,1000277,1000044,999605,1000567,244749,3868563,4183821,1178832,851416,851416,1011976,994627,3498125,1011792,1045915
2011-03-19 17:30:00,999733,1000211,1000042,999591,1000356,244749,3868563,4365083,1177556,848501,848501,1012011,995424,3501064,1011784,1046011
2011-03-19 18:30:00,999879,1000185,1000121,999523,1000364,244749,3868563,4185909,1178832,850250,850250,1012047,996181,3503859,1011772,1046113
2011-03-19 19:30:00,999814,1000077,1000138,999473,1000353,285540,3868563,3558911,1179470,853166,853166,1012083,996898,3506511,1011755,1046219
2011-03-19 20:30:00,999908,1000197,1000240,999404,1000471,285540,3384993,2669663,1180746,870661,870661,1012121,997576,3509019,1011735,1046331
2011-03-19 21:30:00,999835,1000094,1000275,999515,1000335,285540,2901422,1608916,1182660,921396,921396,1012159,998214,3511383,1011710,1046447
2011-03-19 22:30:00,999847,999973,1000443,999427,1000152,244749,1934281,629702,1183297,900985,900985,1012198,998812,3513604,1011681,1046569
2011-03-19 23:30:00,999680,999919,1000139,999498,1000162,244749,1934281,0,1183297,874160,874160,1012238,999371,3515681,1011649,1046696
2011-03-20 00:30:00,999634,1000020,1000070,999493,1000168,203957,1934281,0,1183297,828673,828673,1012278,999890,3517614,1011612,1046827
2011-03-20 01:30:00,999606,999817,1000045,999747,1000278,203957,1450711,0,1185849,790768,790768,1012319,1000409,3519547,1011575,1046959
2011-03-20 02:30:00,999560,999869,1000149,999638,1000264,203957,1450711,0,1185211,768607,768607,1012360,1000928,3521480,1011539,1047091
2011-03-20 03:30:00,999500,1000102,1000116,999678,1000248,203957,1450711,0,1184573,754612,754612,1012401,1001447,3523413,1011502,1047222
2011-03-20 04:30:00,999489,1000175,1000099,999699,1000200,203957,1450711,0,1185849,758694,758694,1012441,1001966,3525347,1011466,1047354
2011-03-20 05:30:00,999473,1000108,999944,999995,1000369,203957,1450711,0,1186487,756361,756361,1012482,1002485,3527280,1011429,1047486
2011-03-20 06:30:00,999634,1000080,999939,999979,1000207,203957,1450711,0,1183297,772106,772106,1012523,1003004,3529213,1011392,1047617
2011-03-20 07:30:00,999706,1000135,1000089,999808,1000258,203957,1450711,0,1182660,801848,801848,1012564,1003523,3531146,1011356,1047749
2011-03-20 08:30:00,999463,1000227,1000156,999867,1000294,203957,1934281,0,1178832,818759,818759,1012604,1004042,3533079,1011319,1047881
2011-03-20 09:30:00,999558,1000137,1000208,999736,1000345,244749,1934281,0,1176918,822842,822842,1012645,1004561,3535013,1011282,1048012
2011-03-20 10:30:00,999611,1000362,1000086,999790,1000328,244749,1934281,0,1175005,856082,856082,1012686,1005080,3536946,1011246,1048144
2011-03-20 11:30:00,999468,1000381,1000028,999938,1000311,244749,1934281,0,1170539,856665,856665,1012727,1005600,3538879,1011209,1048276
2011-03-20 12:30:00,999468,1000499,1000009,1000071,1000430,285540,2417852,324244,1159695,864829,864829,1012767,1006119,3540812,1011172,1048407
2011-03-20 13:30:00,999441,1000522,1000018,999968,1000245,285540,2901422,1262251,1152678,859581,859581,1012808,1006638,3542745,1011136,1048539
2011-03-20 14:30:00,999520,1000553,1000153,1000007,1000101,285540,2901422,2013524,1150127,850833,850833,1012849,1007157,3544679,1011099,1048671
2011-03-20 15:30:00,999517,1000462,1000270,999990,1000059,285540,3384993,3201741,1149489,835088,835088,1012890,1007676,3546612,1011062,1048802
2011-03-20 16:30:00,999634,1000461,1000352,1000035,1000021,285540,3384993,3692442,1149489,832755,832755,1012930,1008195,3548545,1011026,1048934
2011-03-20 17:30:00,999783,1000575,1000124,1000260,1000121,326332,2901422,4379837,1148213,827507,827507,1012971,1008714,3550478,1010989,1049066
2011-03-20 18:30:00,999746,1000648,1000028,1000253,1000026,407915,2901422,4137284,1148851,828090,828090,1013012,1009233,3552411,1010952,1049197
2011-03-20 19:30:00,999700,1000671,999892,1000223,1000180,530290,2417852,3521354,1153316,845585,845585,1013053,1009752,3554344,1010916,1049329
2011-03-20 20:30:00,999610,1000646,999946,1000499,1000139,652664,2417852,2613496,1153954,895737,895737,1013093,1010271,3556278,1010879,1049461
2011-03-20 21:30:00,999660,1000779,999819,1000464,1000224,775039,2417852,1379645,1153954,912649,912649,1013134,1010790,3558211,1010842,1049592
2011-03-20 22:30:00,999627,1000831,999717,1000356,1000292,815830,2901422,451135,1154592,893987,893987,1013175,1011309,3560144,1010806,1049724
2011-03-20 23:30:00,999855,1000763,999913,1000400,1000392,856622,2901422,0,1153316,856082,856082,1013216,1011828,3562077,1010769,1049856
2011-03-21 00:30:00,999752,1000589,1000011,1000398,1000298,897413,2901422,0,1152041,796599,796599,1013256,1012347,3564010,1010733,1049987
2011-03-21 01:30:00,999659,1000602,999988,1000475,1000238,978996,3384993,0,1152041,737117,737117,1013299,1012838,3565675,1010727,1050127
2011-03-21 02:30:00,999922,1000534,1000038,1000610,1000280,1019788,3868563,0,1151403,735367,735367,1013343,1013299,3567072,1010753,1050275
2011-03-21 03:30:00,1000049,1000339,999998,1000618,1000158,1019788,4352134,0,1144386,721954,721954,1013389,1013733,3568201,1010810,1050431
2011-03-21 04:30:00,1000184,1000233,1000077,1000587,1000194,1019788,4352134,0,1145024,727786,727786,1013436,1014137,3569061,1010898,1050596
2011-03-21 05:30:00,1000399,1000279,1000136,1000350,1000063,1060580,4352134,0,1144386,740032,740032,1013486,1014513,3569653,1011017,1050768
2011-03-21 06:30:00,1000342,1000157,1000027,1000322,1000100,1060580,4835704,0,1143110,766858,766858,1013537,1014860,3569977,1011168,1050949
2011-03-21 07:30:00,1000465,1000095,999995,1000375,1000086,1060580,4835704,0,1146299,887573,887573,1013589,1015178,3570033,1011349,1051138
2011-03-21 08:30:00,1000730,1000086,1000002,1000077,1000068,1060580,4835704,0,1145024,945306,945306,1013644,1015468,3569821,1011562,1051335
2011-03-21 09:30:00,1000775,1000242,1000112,1000116,999794,1060580,5319275,0,1143110,970382,970382,1013700,1015729,3569340,1011806,1051540
