date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE
2016-03-14 00:30:00,300035,500035,100035,200035,50035,133928,28125,0,177272,3605203,939
2016-03-14 01:30:00,300034,500034,100034,200034,50034,133928,28125,0,179132,3455316,954
2016-03-14 02:30:00,300034,500034,100034,200034,50034,139285,25000,0,179132,3328054,967
2016-03-14 03:30:00,300034,500034,100034,200034,50034,139285,25000,0,177892,3257352,974
2016-03-14 04:30:00,300034,500034,100034,200034,50034,139285,25000,0,178512,3271493,972
2016-03-14 05:30:00,300034,500034,100034,200034,50034,139285,21875,0,177892,3376131,962
2016-03-14 06:30:00,300034,500034,100034,200034,50034,133928,15625,0,177272,3531674,946
2016-03-14 07:30:00,300034,500034,100034,200034,50034,123214,12500,0,177892,3865384,913
2016-03-14 08:30:00,300033,500033,100033,200033,50033,112500,12500,0,176033,4216063,878
2016-03-14 09:30:00,300033,500033,100033,200033,50033,112500,12500,0,180371,4258484,874
2016-03-14 10:30:00,300034,500034,100034,200034,50034,112500,12500,0,180371,4303733,869
2016-03-14 11:30:00,300038,500038,100038,200038,50038,112500,12500,0,179132,4332013,866
2016-03-14 12:30:00,300043,500043,100043,200043,50043,112500,15625,0,184710,4385746,861
2016-03-14 13:30:00,300048,500048,100048,200048,50048,112500,18750,2336,186570,4388574,861
2016-03-14 14:30:00,300054,500054,100054,200054,50054,112500,21875,7620,185950,4402714,859
2016-03-14 15:30:00,300059,500059,100059,200059,50059,107142,21875,30631,187809,4391402,860
2016-03-14 16:30:00,300061,500061,100061,200061,50061,107142,21875,42999,191528,4348981,865
2016-03-14 17:30:00,300062,500062,100062,200062,50062,107142,21875,16451,193388,4332013,866
2016-03-14 18:30:00,300062,500062,100062,200062,50062,112500,21875,8543,194628,4281108,871
2016-03-14 19:30:00,300061,500061,100061,200061,50061,112500,21875,6574,194628,4210407,878
2016-03-14 20:30:00,300057,500057,100057,200057,50057,112500,25000,13673,193388,4306561,869
2016-03-14 21:30:00,300052,500052,100052,200052,50052,117857,25000,7646,194008,4309389,869
2016-03-14 22:30:00,300047,500047,100047,200047,50047,112500,28125,0,195867,4125565,887
2016-03-14 23:30:00,300044,500044,100044,200044,50044,112500,28125,0,195867,3876696,912
2016-03-15 00:30:00,300039,500039,100039,200039,50039,112500,28125,0,195247,3613687,938
2016-03-15 01:30:00,300037,500037,100037,200037,50037,112500,25000,0,195867,3452488,954
2016-03-15 02:30:00,300036,500036,100036,200036,50036,117857,25000,0,195247,3308257,969
2016-03-15 03:30:00,300036,500036,100036,200036,50036,123214,21875,0,195247,3206447,979
2016-03-15 04:30:00,300036,500036,100036,200036,50036,123214,21875,0,195247,3186651,981
2016-03-15 05:30:00,300035,500035,100035,200035,50035,123214,21875,0,195867,3237556,976
2016-03-15 06:30:00,300035,500035,100035,200035,50035,128571,18750,0,198966,3452488,954
2016-03-15 07:30:00,300035,500035,100035,200035,50035,128571,12500,0,211363,3817307,918
2016-03-15 08:30:00,300035,500035,100035,200035,50035,128571,9374,0,216942,4190610,880
2016-03-15 09:30:00,300035,500035,100035,200035,50035,128571,9374,0,217561,4269796,873
2016-03-15 10:30:00,300036,500036,100036,200036,50036,128571,6250,0,213223,4340497,865
2016-03-15 11:30:00,300037,500037,100037,200037,50037,123214,6250,0,215082,4450791,854
2016-03-15 12:30:00,300039,500039,100039,200039,50039,112500,12500,1716,216942,4447963,855
2016-03-15 13:30:00,300042,500042,100042,200042,50042,101785,18750,4929,220661,4442307,855
2016-03-15 14:30:00,300044,500044,100044,200044,50044,91071,21875,4165,223140,4430995,856
2016-03-15 15:30:00,300046,500046,100046,200046,50046,85714,21875,16420,228719,4414027,858
2016-03-15 16:30:00,300049,500049,100049,200049,50049,75000,18750,48293,230578,4368778,863
2016-03-15 17:30:00,300052,500052,100052,200052,50052,75000,18750,53662,231198,4303733,869
2016-03-15 18:30:00,300054,500054,100054,200054,50054,75000,15625,52786,231818,4272624,872
2016-03-15 19:30:00,300055,500055,100055,200055,50055,75000,15625,11270,231818,4286764,871
2016-03-15 20:30:00,300055,500055,100055,200055,50055,75000,12500,42901,241735,4323529,867
2016-03-15 21:30:00,300052,500052,100052,200052,50052,80357,9374,25162,243595,4397058,860
2016-03-15 22:30:00,300048,500048,100048,200048,50048,80357,15625,0,244214,4266968,873
2016-03-15 23:30:00,300046,500046,100046,200046,50046,80357,21875,0,247933,4003959,899
2016-03-16 00:30:00,300040,500040,100040,200040,50040,85714,21875,0,247933,3715497,928
2016-03-16 01:30:00,300036,500036,100036,200036,50036,85714,15625,0,249173,3537330,946
2016-03-16 02:30:00,300034,500034,100034,200034,50034,80357,12500,0,251033,3446832,955
2016-03-16 03:30:00,300034,500034,100034,200034,50034,80357,12500,0,248553,3364819,963
2016-03-16 04:30:00,300034,500034,100034,200034,50034,91071,12500,0,249173,3367647,963
2016-03-16 05:30:00,300034,500034,100034,200034,50034,101785,12500,0,247933,3395927,960
2016-03-16 06:30:00,300036,500036,100036,200036,50036,112500,15625,0,249173,3608031,939
2016-03-16 07:30:00,300036,500036,100036,200036,50036,117857,18750,0,235537,3958710,904
2016-03-16 08:30:00,300036,500036,100036,200036,50036,123214,21875,0,223140,4218891,878
2016-03-16 09:30:00,300036,500036,100036,200036,50036,128571,21875,0,218181,4269796,873
2016-03-16 10:30:00,300037,500037,100037,200037,50037,133928,18750,0,216942,4371606,862
2016-03-16 11:30:00,300038,500038,100038,200038,50038,144642,18750,0,216942,4428167,857
2016-03-16 12:30:00,300042,500042,100042,200042,50042,150000,21875,2611,212603,4447963,855
2016-03-16 13:30:00,300047,500047,100047,200047,50047,150000,21875,12966,209504,4479072,852
2016-03-16 14:30:00,300050,500050,100050,200050,50050,133928,28125,12345,204545,4456447,854
2016-03-16 15:30:00,300053,500053,100053,200053,50053,91071,37500,20600,199586,4416855,858
2016-03-16 16:30:00,300055,500055,100055,200055,50055,42857,46875,23667,199586,4317873,868
2016-03-16 17:30:00,300056,500056,100056,200056,50056,32142,50000,21765,197727,4272624,872
2016-03-16 18:30:00,300055,500055,100055,200055,50055,32142,46875,17583,198347,4227375,877
2016-03-16 19:30:00,300054,500054,100054,200054,50054,37499,43749,11374,199586,4176470,882
2016-03-16 20:30:00,300052,500052,100052,200052,50052,37499,40625,14147,200206,4227375,877
2016-03-16 21:30:00,300049,500049,100049,200049,50049,37499,34375,9050,203925,4326357,867
2016-03-16 22:30:00,300044,500044,100044,200044,50044,37499,28125,10076,200826,4173642,882
2016-03-16 23:30:00,300041,500041,100041,200041,50041,37499,25000,0,200826,3913461,908
2016-03-17 00:30:00,300037,500037,100037,200037,50037,37499,21875,0,201446,3605203,939
2016-03-17 01:30:00,300035,500035,100035,200035,50035,37499,21875,0,201446,3412895,958
2016-03-17 02:30:00,300034,500034,100034,200034,50034,32142,18750,0,200826,3316742,968
2016-03-17 03:30:00,300032,500032,100032,200032,50032,32142,18750,0,200826,3231900,976
2016-03-17 04:30:00,300031,500031,100031,200031,50031,26785,15625,0,200826,3223416,977
2016-03-17 05:30:00,300030,500030,100030,200030,50030,26785,12500,0,200206,3311085,968
2016-03-17 06:30:00,300029,500029,100029,200029,50029,26785,12500,0,204545,3562782,943
2016-03-17 07:30:00,300029,500029,100029,200029,50029,32142,12500,0,204545,3984162,901
2016-03-17 08:30:00,300030,500030,100030,200030,50030,37499,12500,0,199586,4179298,882
2016-03-17 09:30:00,300031,500031,100031,200031,50031,42857,15625,0,196487,4269796,873
2016-03-17 10:30:00,300031,500031,100031,200031,50031,48214,18750,0,190909,4289592,871
2016-03-17 11:30:00,300032,500032,100032,200032,50032,48214,18750,0,189669,4343325,865
2016-03-17 12:30:00,300034,500034,100034,200034,50034,42857,18750,5149,172314,4479072,852
2016-03-17 13:30:00,300038,500038,100038,200038,50038,37499,21875,5445,166735,4351809,864
2016-03-17 14:30:00,300043,500043,100043,200043,50043,32142,25000,39111,166735,4346153,865
2016-03-17 15:30:00,300046,500046,100046,200046,50046,32142,31250,2623,167975,4317873,868
2016-03-17 16:30:00,300048,500048,100048,200048,50048,32142,34375,35680,169834,4213235,878
2016-03-17 17:30:00,300048,500048,100048,200048,50048,37499,37500,21416,169834,4233031,876
2016-03-17 18:30:00,300046,500046,100046,200046,50046,42857,37500,71969,169214,4176470,882
2016-03-17 19:30:00,300044,500044,100044,200044,50044,42857,34375,61816,166115,4145361,885
2016-03-17 20:30:00,300043,500043,100043,200043,50043,37499,31250,46590,170454,4216063,878
2016-03-17 21:30:00,300041,500041,100041,200041,50041,32142,28125,28259,177272,4315045,868
2016-03-17 22:30:00,300037,500037,100037,200037,50037,32142,21875,10894,179752,4176470,882
2016-03-17 23:30:00,300034,500034,100034,200034,50034,32142,21875,0,180371,3967194,903
2016-03-18 00:30:00,300028,500028,100028,200028,50028,26785,15625,0,180371,3698529,930
2016-03-18 01:30:00,300024,500024,100024,200024,50024,26785,12500,0,179132,3559954,944
2016-03-18 02:30:00,300022,500022,100022,200022,50022,26785,9374,0,185330,3438348,956
2016-03-18 03:30:00,300020,500020,100020,200020,50020,21428,9374,0,184710,3412895,958
2016-03-18 04:30:00,300018,500018,100018,200018,50018,21428,9374,0,180371,3412895,958
2016-03-18 05:30:00,300017,500017,100017,200017,50017,21428,9374,0,176033,3514705,948
2016-03-18 06:30:00,300016,500016,100016,200016,50016,21428,9374,0,171074,3675904,932
2016-03-18 07:30:00,300015,500015,100015,200015,50015,21428,9374,0,167975,4018099,898
2016-03-18 08:30:00,300014,500014,100014,200014,50014,26785,9374,0,164876,4281108,871
2016-03-18 09:30:00,300013,500013,100013,200013,50013,21428,9374,0,164876,4334841,866
2016-03-18 10:30:00,300012,500012,100012,200012,50012,21428,9374,0,163636,4326357,867
2016-03-18 11:30:00,300017,500017,100017,200017,50017,21428,12500,0,161776,4374434,862
2016-03-18 12:30:00,300025,500025,100025,200025,50025,21428,15625,6644,162396,4332013,866
2016-03-18 13:30:00,300034,500034,100034,200034,50034,21428,18750,18744,159297,4312217,868
2016-03-18 14:30:00,300040,500040,100040,200040,50040,21428,28125,47912,159297,4292420,870
2016-03-18 15:30:00,300043,500043,100043,200043,50043,21428,34375,63149,158677,4252828,874
2016-03-18 16:30:00,300044,500044,100044,200044,50044,26785,40625,9691,159917,4227375,877
2016-03-18 17:30:00,300044,500044,100044,200044,50044,26785,40625,47887,158057,4131221,886
2016-03-18 18:30:00,300044,500044,100044,200044,50044,26785,40625,56821,158057,4043552,895
2016-03-18 19:30:00,300044,500044,100044,200044,50044,26785,37500,17371,158057,3986990,901
2016-03-18 20:30:00,300041,500041,100041,200041,50041,26785,37500,33948,158677,4085972,891
2016-03-18 21:30:00,300038,500038,100038,200038,50038,26785,31250,20688,146280,4190610,880
2016-03-18 22:30:00,300032,500032,100032,200032,50032,26785,21875,8431,152479,4125565,887
2016-03-18 23:30:00,300028,500028,100028,200028,50028,26785,18750,0,153719,3904977,909
2016-03-19 00:30:00,300022,500022,100022,200022,50022,26785,12500,0,154338,3656108,934
2016-03-19 01:30:00,300019,500019,100019,200019,50019,26785,12500,0,151859,3480769,951
2016-03-19 02:30:00,300017,500017,100017,200017,50017,26785,9374,0,148760,3395927,960
2016-03-19 03:30:00,300015,500015,100015,200015,50015,26785,9374,0,149999,3415723,958
2016-03-19 04:30:00,300013,500013,100013,200013,50013,26785,9374,0,150619,3387443,961
2016-03-19 05:30:00,300012,500012,100012,200012,50012,26785,9374,0,149380,3427036,957
2016-03-19 06:30:00,300012,500012,100012,200012,50012,26785,6250,0,149380,3511877,948
2016-03-19 07:30:00,300013,500013,100013,200013,50013,26785,9374,0,147520,3625000,937
2016-03-19 08:30:00,300014,500014,100014,200014,50014,26785,9374,0,146900,3791855,920
2016-03-19 09:30:00,300013,500013,100013,200013,50013,26785,9374,0,145041,3964366,903
2016-03-19 10:30:00,300013,500013,100013,200013,50013,32142,9374,0,145041,4049208,895
2016-03-19 11:30:00,300013,500013,100013,200013,50013,32142,12500,0,145041,4179298,882
2016-03-19 12:30:00,300016,500016,100016,200016,50016,32142,15625,12553,145041,4201923,879
2016-03-19 13:30:00,300019,500019,100019,200019,50019,37499,15625,30482,145661,4210407,878
2016-03-19 14:30:00,300022,500022,100022,200022,50022,37499,15625,49053,145041,4173642,882
2016-03-19 15:30:00,300023,500023,100023,200023,50023,42857,12500,64324,145041,4105769,889
2016-03-19 16:30:00,300024,500024,100024,200024,50024,42857,12500,73643,143801,4018099,898
2016-03-19 17:30:00,300025,500025,100025,200025,50025,42857,15625,29819,142561,3995475,900
2016-03-19 18:30:00,300027,500027,100027,200027,50027,42857,15625,54108,143181,4032239,896
2016-03-19 19:30:00,300027,500027,100027,200027,50027,37499,12500,63041,143181,4069004,893
2016-03-19 20:30:00,300027,500027,100027,200027,50027,37499,15625,47595,140702,4216063,878
2016-03-19 21:30:00,300025,500025,100025,200025,50025,37499,12500,29021,139462,4218891,878
2016-03-19 22:30:00,300021,500021,100021,200021,50021,37499,9374,11492,138223,4162330,883
2016-03-19 23:30:00,300018,500018,100018,200018,50018,37499,9374,0,140702,4001131,899
2016-03-20 00:30:00,300017,500017,100017,200017,50017,37499,9374,0,134504,3825791,917
2016-03-20 01:30:00,300016,500016,100016,200016,50016,37499,9374,0,133264,3639140,936
2016-03-20 02:30:00,300015,500015,100015,200015,50015,32142,9374,0,138223,3551470,944
2016-03-20 03:30:00,300014,500014,100014,200014,50014,32142,9374,0,141322,3503393,949
2016-03-20 04:30:00,300013,500013,100013,200013,50013,32142,6250,0,142561,3503393,949
2016-03-20 05:30:00,300012,500012,100012,200012,50012,32142,6250,0,143801,3494909,950
2016-03-20 06:30:00,300012,500012,100012,200012,50012,32142,6250,0,145041,3503393,949
2016-03-20 07:30:00,300012,500012,100012,200012,50012,32142,9374,0,143181,3602375,939
2016-03-20 08:30:00,300012,500012,100012,200012,50012,26785,12500,0,143181,3704185,929
2016-03-20 09:30:00,300011,500011,100011,200011,50011,26785,12500,0,143181,3885180,911
2016-03-20 10:30:00,300011,500011,100011,200011,50011,26785,12500,0,141322,4029411,897
2016-03-20 11:30:00,300012,500012,100012,200012,50012,26785,15625,0,138223,4094457,890
2016-03-20 12:30:00,300015,500015,100015,200015,50015,21428,15625,4339,136983,4179298,882
2016-03-20 13:30:00,300020,500020,100020,200020,50020,21428,15625,15979,142561,4201923,879
2016-03-20 14:30:00,300024,500024,100024,200024,50024,21428,15625,24702,136983,4173642,882
2016-03-20 15:30:00,300028,500028,100028,200028,50028,26785,12500,40789,130785,4122737,887
2016-03-20 16:30:00,300029,500029,100029,200029,50029,26785,6250,32744,130165,4176470,882
2016-03-20 17:30:00,300031,500031,100031,200031,50031,26785,3125,38124,130165,4255656,874
2016-03-20 18:30:00,300031,500031,100031,200031,50031,26785,6250,34104,131404,4272624,872
2016-03-20 19:30:00,300029,500029,100029,200029,50029,26785,9374,44520,127066,4315045,868
2016-03-20 20:30:00,300027,500027,100027,200027,50027,26785,12500,23917,128305,4450791,854
2016-03-20 21:30:00,300024,500024,100024,200024,50024,26785,12500,11483,125826,4481900,851
2016-03-20 22:30:00,300020,500020,100020,200020,50020,26785,9374,2463,124586,4354638,864
2016-03-20 23:30:00,300018,500018,100018,200018,50018,26785,9374,0,122727,4134049,886
2016-03-21 00:30:00,300016,500016,100016,200016,50016,26785,12500,0,121487,3885180,911
2016-03-21 01:30:00,300015,500015,100015,200015,50015,26785,12500,0,122727,3729638,927
2016-03-21 02:30:00,300014,500014,100014,200014,50014,26785,12500,0,122727,3678733,932
2016-03-21 03:30:00,300013,500013,100013,200013,50013,26785,12500,0,122107,3616515,938
2016-03-21 04:30:00,300012,500012,100012,200012,50012,26785,12500,0,122727,3630656,936
2016-03-21 05:30:00,300010,500010,100010,200010,50010,21428,12500,0,122107,3735294,926
2016-03-21 06:30:00,300007,500007,100007,200007,50007,16071,12500,0,122107,3916289,908
2016-03-21 07:30:00,300004,500004,100004,200004,50004,10714,9374,0,121487,4298076,870
2016-03-21 08:30:00,300003,500003,100003,200003,50003,5357,9374,0,123347,4529977,847
2016-03-21 09:30:00,300003,500003,100003,200003,50003,5357,9374,0,123347,4589366,841
2016-03-21 10:30:00,300004,500004,100004,200004,50004,10714,12500,0,124586,4609162,839
2016-03-21 11:30:00,300006,500006,100006,200006,50006,10714,12500,0,125206,4623303,837
2016-03-21 12:30:00,300012,500012,100012,200012,50012,10714,15625,2472,125826,4677036,832
2016-03-21 13:30:00,300019,500019,100019,200019,50019,10714,21875,8463,125206,4730769,826
2016-03-21 14:30:00,300023,500023,100023,200023,50023,16071,25000,13163,124586,4725113,827
2016-03-21 15:30:00,300024,500024,100024,200024,50024,16071,31250,14190,126446,4665723,833
2016-03-21 16:30:00,300025,500025,100025,200025,50025,16071,34375,19352,129545,4541289,845
2016-03-21 17:30:00,300025,500025,100025,200025,50025,16071,37500,21872,125826,4490384,850
2016-03-21 18:30:00,300026,500026,100026,200026,50026,16071,37500,13969,129545,4470588,852
2016-03-21 19:30:00,300025,500025,100025,200025,50025,21428,34375,14977,126446,4428167,857
2016-03-21 20:30:00,300024,500024,100024,200024,50024,21428,31250,9702,130785,4583710,841
2016-03-21 21:30:00,300023,500023,100023,200023,50023,21428,25000,7670,136983,4597850,840
2016-03-21 22:30:00,300018,500018,100018,200018,50018,21428,15625,4928,132024,4481900,851
2016-03-21 23:30:00,300014,500014,100014,200014,50014,26785,9374,0,133884,4278280,872
2016-03-22 00:30:00,300010,500010,100010,200010,50010,26785,12500,0,133264,4001131,899
2016-03-22 01:30:00,300011,500011,100011,200011,50011,26785,18750,0,139462,3879524,912
2016-03-22 02:30:00,300011,500011,100011,200011,50011,32142,25000,0,135123,3749434,925
2016-03-22 03:30:00,300009,500009,100009,200009,50009,32142,21875,0,134504,3709841,929
2016-03-22 04:30:00,300007,500007,100007,200007,50007,32142,15625,0,135743,3749434,925
2016-03-22 05:30:00,300007,500007,100007,200007,50007,32142,9374,0,135743,3822963,917
2016-03-22 06:30:00,300007,500007,100007,200007,50007,37499,9374,0,129545,4023755,897
2016-03-22 07:30:00,300007,500007,100007,200007,50007,37499,9374,0,135123,4337669,866
2016-03-22 08:30:00,300007,500007,100007,200007,50007,37499,9374,0,129545,4603506,839
2016-03-22 09:30:00,300008,500008,100008,200008,50008,37499,9374,0,126446,4699660,830
2016-03-22 10:30:00,300010,500010,100010,200010,50010,37499,12500,0,126446,4306561,869
2016-03-22 11:30:00,300013,500013,100013,200013,50013,37499,15625,0,125206,4606334,839
2016-03-22 12:30:00,300020,500020,100020,200020,50020,37499,15625,13956,125206,4589366,841
2016-03-22 13:30:00,300028,500028,100028,200028,50028,37499,21875,32459,127685,4575226,842
2016-03-22 14:30:00,300035,500035,100035,200035,50035,42857,25000,50814,119008,4521493,847
2016-03-22 15:30:00,300040,500040,100040,200040,50040,48214,28125,12933,118388,4348981,865
2016-03-22 16:30:00,300043,500043,100043,200043,50043,48214,28125,27993,117148,4332013,866
2016-03-22 17:30:00,300045,500045,100045,200045,50045,48214,31250,13415,116528,4309389,869
2016-03-22 18:30:00,300047,500047,100047,200047,50047,53571,31250,28242,117148,4247171,875
2016-03-22 19:30:00,300046,500046,100046,200046,50046,58928,28125,33529,116528,4238687,876
2016-03-22 20:30:00,300043,500043,100043,200043,50043,64285,25000,31772,115909,4346153,865
2016-03-22 21:30:00,300040,500040,100040,200040,50040,64285,18750,13080,115909,4380090,861
2016-03-22 22:30:00,300037,500037,100037,200037,50037,53571,15625,6350,115909,4281108,871
2016-03-22 23:30:00,300036,500036,100036,200036,50036,53571,15625,0,107851,3995475,900
2016-03-23 00:30:00,300035,500035,100035,200035,50035,53571,15625,0,106611,3760746,923
2016-03-23 01:30:00,300034,500034,100034,200034,50034,53571,15625,0,106611,3605203,939
2016-03-23 02:30:00,300033,500033,100033,200033,50033,53571,15625,0,107231,3500565,949
2016-03-23 03:30:00,300032,500032,100032,200032,50032,58928,15625,0,104752,3475113,952
2016-03-23 04:30:00,300033,500033,100033,200033,50033,64285,15625,0,106611,3424208,957
2016-03-23 05:30:00,300034,500034,100034,200034,50034,64285,15625,0,105371,3477941,952
2016-03-23 06:30:00,300034,500034,100034,200034,50034,64285,15625,0,105991,3715497,928
2016-03-23 07:30:00,300034,500034,100034,200034,50034,64285,15625,0,107231,4063348,893
2016-03-23 08:30:00,300034,500034,100034,200034,50034,75000,15625,0,106611,4323529,867
2016-03-23 09:30:00,300034,500034,100034,200034,50034,80357,15625,0,105991,4303733,869
2016-03-23 10:30:00,300035,500035,100035,200035,50035,85714,15625,0,107851,4385746,861
2016-03-23 11:30:00,300036,500036,100036,200036,50036,91071,15625,0,107231,4453619,854
2016-03-23 12:30:00,300039,500039,100039,200039,50039,91071,18750,9847,108471,4442307,855
2016-03-23 13:30:00,300043,500043,100043,200043,50043,85714,21875,20484,107851,4464932,853
2016-03-23 14:30:00,300046,500046,100046,200046,50046,85714,21875,49758,107231,4504524,849
2016-03-23 15:30:00,300047,500047,100047,200047,50047,85714,21875,64566,109710,4363122,863
2016-03-23 16:30:00,300047,500047,100047,200047,50047,80357,18750,74136,111570,4278280,872
2016-03-23 17:30:00,300047,500047,100047,200047,50047,80357,15625,57905,111570,4269796,873
2016-03-23 18:30:00,300048,500048,100048,200048,50048,80357,15625,72939,111570,4199095,880
2016-03-23 19:30:00,300050,500050,100050,200050,50050,80357,12500,61942,111570,4094457,890
2016-03-23 20:30:00,300051,500051,100051,200051,50051,85714,9374,41453,111570,4233031,876
2016-03-23 21:30:00,300048,500048,100048,200048,50048,85714,6250,14659,110950,4269796,873
2016-03-23 22:30:00,300045,500045,100045,200045,50045,85714,6250,8224,104752,4060520,893
2016-03-23 23:30:00,300043,500043,100043,200043,50043,85714,9374,0,100413,3820135,917
2016-03-24 00:30:00,300041,500041,100041,200041,50041,85714,9374,0,95454,3622171,937
2016-03-24 01:30:00,300040,500040,100040,200040,50040,85714,9374,0,91735,3517533,948
2016-03-24 02:30:00,300038,500038,100038,200038,50038,91071,6250,0,91115,3367647,963
2016-03-24 03:30:00,300037,500037,100037,200037,50037,91071,6250,0,91115,3274321,972
2016-03-24 04:30:00,300036,500036,100036,200036,50036,85714,6250,0,91115,3257352,974
2016-03-24 05:30:00,300035,500035,100035,200035,50035,85714,6250,0,91735,3353506,964
2016-03-24 06:30:00,300033,500033,100033,200033,50033,85714,6250,0,96694,3511877,948
2016-03-24 07:30:00,300033,500033,100033,200033,50033,85714,9374,0,115289,3947398,905
2016-03-24 08:30:00,300035,500035,100035,200035,50035,85714,12500,0,104752,4020927,897
2016-03-24 09:30:00,300035,500035,100035,200035,50035,85714,15625,0,105371,4153846,884
2016-03-24 10:30:00,300035,500035,100035,200035,50035,85714,15625,0,104132,4233031,876
2016-03-24 11:30:00,300036,500036,100036,200036,50036,80357,15625,0,101033,4300904,869
2016-03-24 12:30:00,300041,500041,100041,200041,50041,75000,15625,5799,99793,4337669,866
2016-03-24 13:30:00,300048,500048,100048,200048,50048,75000,18750,25009,101033,4405542,859
2016-03-24 14:30:00,300054,500054,100054,200054,50054,69642,25000,41815,98553,4329185,867
2016-03-24 15:30:00,300058,500058,100058,200058,50058,69642,28125,49488,96694,4371606,862
2016-03-24 16:30:00,300061,500061,100061,200061,50061,69642,28125,56749,95454,4340497,865
2016-03-24 17:30:00,300063,500063,100063,200063,50063,80357,31250,73449,100413,4306561,869
2016-03-24 18:30:00,300064,500064,100064,200064,50064,85714,31250,71335,96074,4320701,867
2016-03-24 19:30:00,300065,500065,100065,200065,50065,96428,31250,48347,94834,4258484,874
2016-03-24 20:30:00,300063,500063,100063,200063,50063,101785,28125,14303,94214,4340497,865
2016-03-24 21:30:00,300060,500060,100060,200060,50060,117857,21875,27813,95454,4247171,875
2016-03-24 22:30:00,300057,500057,100057,200057,50057,133928,21875,10923,94834,4097285,890
2016-03-24 23:30:00,300055,500055,100055,200055,50055,144642,21875,0,95454,3814479,918
2016-03-25 00:30:00,300052,500052,100052,200052,50052,144642,25000,0,91735,3673076,932
2016-03-25 01:30:00,300051,500051,100051,200051,50051,144642,25000,0,88636,3452488,954
2016-03-25 02:30:00,300051,500051,100051,200051,50051,144642,25000,0,88016,3359162,964
2016-03-25 03:30:00,300050,500050,100050,200050,50050,144642,21875,0,86776,3229072,977
2016-03-25 04:30:00,300049,500049,100049,200049,50049,139285,18750,0,87396,3226244,977
2016-03-25 05:30:00,300047,500047,100047,200047,50047,128571,18750,0,88016,3311085,968
2016-03-25 06:30:00,300043,500043,100043,200043,50043,112500,18750,0,88016,3373303,962
2016-03-25 07:30:00,300039,500039,100039,200039,50039,96428,18750,0,86776,3602375,939
2016-03-25 08:30:00,300036,500036,100036,200036,50036,80357,18750,0,85537,3839932,916
2016-03-25 09:30:00,300034,500034,100034,200034,50034,58928,15625,0,84297,3947398,905
2016-03-25 10:30:00,300033,500033,100033,200033,50033,48214,18750,0,83677,4134049,886
2016-03-25 11:30:00,300032,500032,100032,200032,50032,37499,18750,0,84917,4295248,870
2016-03-25 12:30:00,300031,500031,100031,200031,50031,32142,21875,8982,83677,4266968,873
2016-03-25 13:30:00,300032,500032,100032,200032,50032,32142,25000,25322,86157,4264140,873
2016-03-25 14:30:00,300032,500032,100032,200032,50032,32142,25000,43299,83677,4207579,879
2016-03-25 15:30:00,300032,500032,100032,200032,50032,26785,25000,46988,84917,4145361,885
2016-03-25 16:30:00,300032,500032,100032,200032,50032,26785,25000,52342,83057,4184954,881
2016-03-25 17:30:00,300032,500032,100032,200032,50032,21428,21875,41287,84297,4153846,884
2016-03-25 18:30:00,300032,500032,100032,200032,50032,21428,21875,61927,86157,4100113,889
2016-03-25 19:30:00,300032,500032,100032,200032,50032,21428,18750,43199,88636,4097285,890
