date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE
2009-05-07 05:30:00,300039,500039,100039,200039,50039,120000,8333,0,183774,3467601,953
2009-05-07 06:30:00,300035,500035,100035,200035,50035,120000,4166,0,183774,3711422,928
2009-05-07 07:30:00,300033,500033,100033,200033,50033,114000,4166,0,183774,4199064,880
2009-05-07 08:30:00,300032,500032,100032,200032,50032,102000,4166,0,183774,4476285,852
2009-05-07 09:30:00,300030,500030,100030,200030,50030,96000,4166,0,189238,4720106,827
2009-05-07 10:30:00,300031,500031,100031,200031,50031,90000,4166,0,194701,4893787,810
2009-05-07 11:30:00,300033,500033,100033,200033,50033,83999,4166,2901,197185,5067468,793
2009-05-07 12:30:00,300038,500038,100038,200038,50038,83999,4166,2019,205132,5020708,797
2009-05-07 13:30:00,300046,500046,100046,200046,50046,78000,4166,18341,206622,5004008,799
2009-05-07 14:30:00,300052,500052,100052,200052,50052,78000,4166,18024,206622,5097528,790
2009-05-07 15:30:00,300057,500057,100057,200057,50057,83999,4166,28051,204139,5087508,791
2009-05-07 16:30:00,300060,500060,100060,200060,50060,83999,4166,48791,200662,5064128,793
2009-05-07 17:30:00,300063,500063,100063,200063,50063,90000,4166,91320,200165,5037408,796
2009-05-07 18:30:00,300064,500064,100064,200064,50064,96000,8333,56209,200165,4950567,804
2009-05-07 19:30:00,300062,500062,100062,200062,50062,102000,8333,66074,194205,4773547,822
2009-05-07 20:30:00,300061,500061,100061,200061,50061,102000,8333,36736,194205,4696726,830
2009-05-07 21:30:00,300059,500059,100059,200059,50059,108000,4166,27892,194205,4820307,817
2009-05-07 22:30:00,300054,500054,100054,200054,50054,108000,4166,18653,193708,4763527,823
2009-05-07 23:30:00,300051,500051,100051,200051,50051,114000,4166,0,193708,4406145,859
2009-05-08 00:30:00,300042,500042,100042,200042,50042,108000,4166,0,193708,3981963,901
2009-05-08 01:30:00,300042,500042,100042,200042,50042,102000,4166,0,192715,3741482,925
2009-05-08 02:30:00,300040,500040,100040,200040,50040,102000,4166,0,190231,3571142,942
2009-05-08 03:30:00,300038,500038,100038,200038,50038,102000,4166,0,189238,3424181,957
2009-05-08 04:30:00,300036,500036,100036,200036,50036,102000,4166,0,189735,3327321,967
2009-05-08 05:30:00,300036,500036,100036,200036,50036,102000,4166,0,188741,3420841,957
2009-05-08 06:30:00,300036,500036,100036,200036,50036,108000,4166,0,189735,3701402,929
2009-05-08 07:30:00,300037,500037,100037,200037,50037,102000,4166,0,190231,4115564,888
2009-05-08 08:30:00,300037,500037,100037,200037,50037,96000,4166,0,190728,4489645,851
2009-05-08 09:30:00,300036,500036,100036,200036,50036,96000,4166,0,193708,4750167,824
2009-05-08 10:30:00,300038,500038,100038,200038,50038,90000,4166,0,204139,4903807,809
2009-05-08 11:30:00,300043,500043,100043,200043,50043,96000,4166,5351,206125,5124248,787
2009-05-08 12:30:00,300050,500050,100050,200050,50050,108000,4166,13231,206125,5194388,780
2009-05-08 13:30:00,300054,500054,100054,200054,50054,114000,4166,30054,207119,5211088,778
2009-05-08 14:30:00,300061,500061,100061,200061,50061,120000,4166,67931,206622,5184368,781
2009-05-08 15:30:00,300067,500067,100067,200067,50067,126000,4166,44288,204635,5104208,789
2009-05-08 16:30:00,300068,500068,100068,200068,50068,126000,4166,40993,198675,5074148,792
2009-05-08 17:30:00,300067,500067,100067,200067,50067,132000,4166,37312,196688,4970607,802
2009-05-08 18:30:00,300067,500067,100067,200067,50067,150000,4166,21145,197682,4860387,813
2009-05-08 19:30:00,300064,500064,100064,200064,50064,162000,4166,13257,198178,4663326,833
2009-05-08 20:30:00,300060,500060,100060,200060,50060,174000,4166,12344,197185,4616566,838
2009-05-08 21:30:00,300057,500057,100057,200057,50057,180000,4166,10709,198178,4716766,828
2009-05-08 22:30:00,300056,500056,100056,200056,50056,186000,4166,9542,194701,4586506,841
2009-05-08 23:30:00,300055,500055,100055,200055,50055,192000,4166,0,193211,4322645,867
2009-05-09 00:30:00,300054,500054,100054,200054,50054,180000,4166,0,187748,4002004,899
2009-05-09 01:30:00,300053,500053,100053,200053,50053,162000,4166,0,185264,3741482,925
2009-05-09 02:30:00,300052,500052,100052,200052,50052,150000,4166,0,184768,3571142,942
2009-05-09 03:30:00,300050,500050,100050,200050,50050,144000,4166,0,185761,3420841,957
2009-05-09 04:30:00,300048,500048,100048,200048,50048,150000,4166,0,185264,3320641,967
2009-05-09 05:30:00,300047,500047,100047,200047,50047,174000,4166,0,185761,3323981,967
2009-05-09 06:30:00,300047,500047,100047,200047,50047,192000,4166,0,185264,3447561,955
2009-05-09 07:30:00,300046,500046,100046,200046,50046,186000,4166,0,180794,3464261,953
2009-05-09 08:30:00,300046,500046,100046,200046,50046,174000,4166,0,175827,3741482,925
2009-05-09 09:30:00,300046,500046,100046,200046,50046,144000,4166,0,175331,4052104,894
2009-05-09 10:30:00,300048,500048,100048,200048,50048,102000,4166,0,175331,4225784,877
2009-05-09 11:30:00,300052,500052,100052,200052,50052,83999,4166,6430,175331,4456245,854
2009-05-09 12:30:00,300057,500057,100057,200057,50057,78000,8333,21433,175827,4549766,845
2009-05-09 13:30:00,300060,500060,100060,200060,50060,83999,8333,30886,174834,4556446,844
2009-05-09 14:30:00,300063,500063,100063,200063,50063,102000,12499,33935,175331,4519706,848
2009-05-09 15:30:00,300064,500064,100064,200064,50064,120000,12499,49460,175331,4429525,857
2009-05-09 16:30:00,300065,500065,100065,200065,50065,126000,12499,64451,173841,4429525,857
2009-05-09 17:30:00,300065,500065,100065,200065,50065,120000,12499,51826,169867,4402805,859
2009-05-09 18:30:00,300063,500063,100063,200063,50063,114000,12499,44706,169370,4356045,864
2009-05-09 19:30:00,300060,500060,100060,200060,50060,96000,12499,59777,170364,4229124,877
2009-05-09 20:30:00,300057,500057,100057,200057,50057,78000,16666,50417,170364,4259185,874
2009-05-09 21:30:00,300055,500055,100055,200055,50055,72000,12499,43225,168874,4379425,862
2009-05-09 22:30:00,300051,500051,100051,200051,50051,78000,12499,14980,170364,4325985,867
2009-05-09 23:30:00,300048,500048,100048,200048,50048,83999,12499,0,169867,4065464,893
2009-05-10 00:30:00,300039,500039,100039,200039,50039,78000,8333,0,170364,3644622,935
2009-05-10 01:30:00,300034,500034,100034,200034,50034,72000,4166,0,171854,3364061,963
2009-05-10 02:30:00,300031,500031,100031,200031,50031,66000,4166,0,168377,3197060,980
2009-05-10 03:30:00,300029,500029,100029,200029,50029,66000,4166,0,170364,3096860,990
2009-05-10 04:30:00,300028,500028,100028,200028,50028,59999,4166,0,170364,3033400,996
2009-05-10 05:30:00,300028,500028,100028,200028,50028,59999,4166,0,169867,3026720,997
2009-05-10 06:30:00,300028,500028,100028,200028,50028,59999,4166,0,168377,3063460,993
2009-05-10 07:30:00,300028,500028,100028,200028,50028,54000,4166,0,166390,3070140,992
2009-05-10 08:30:00,300027,500027,100027,200027,50027,48000,4166,0,164900,3173680,982
2009-05-10 09:30:00,300026,500026,100026,200026,50026,42000,4166,0,164900,3407481,959
2009-05-10 10:30:00,300027,500027,100027,200027,50027,36000,4166,0,163907,3601202,939
2009-05-10 11:30:00,300031,500031,100031,200031,50031,36000,8333,14947,163907,3708082,929
2009-05-10 12:30:00,300035,500035,100035,200035,50035,36000,8333,19010,160430,3768203,923
2009-05-10 13:30:00,300038,500038,100038,200038,50038,36000,8333,53257,152483,3818303,918
2009-05-10 14:30:00,300040,500040,100040,200040,50040,42000,12499,26562,150993,3758183,924
2009-05-10 15:30:00,300042,500042,100042,200042,50042,42000,12499,29228,150496,3751503,924
2009-05-10 16:30:00,300045,500045,100045,200045,50045,42000,12499,23742,145529,3761523,923
2009-05-10 17:30:00,300046,500046,100046,200046,50046,48000,12499,22341,143046,3784903,921
2009-05-10 18:30:00,300047,500047,100047,200047,50047,48000,12499,59241,143046,3764863,923
2009-05-10 19:30:00,300048,500048,100048,200048,50048,54000,12499,51554,145033,3734802,926
2009-05-10 20:30:00,300047,500047,100047,200047,50047,54000,12499,29694,149503,3771543,922
2009-05-10 21:30:00,300045,500045,100045,200045,50045,54000,8333,26114,153476,3941883,905
2009-05-10 22:30:00,300040,500040,100040,200040,50040,54000,8333,24082,151490,4072144,892
2009-05-10 23:30:00,300037,500037,100037,200037,50037,59999,4166,0,153973,3841683,915
2009-05-11 00:30:00,300025,500025,100025,200025,50025,54000,4166,0,152483,3561122,943
2009-05-11 01:30:00,300024,500024,100024,200024,50024,54000,16666,0,151490,3317301,968
2009-05-11 02:30:00,300026,500026,100026,200026,50026,48000,20833,0,150000,3183700,981
2009-05-11 03:30:00,300029,500029,100029,200029,50029,54000,16666,0,151986,3130260,986
2009-05-11 04:30:00,300028,500028,100028,200028,50028,59999,16666,0,151490,3140280,985
2009-05-11 05:30:00,300026,500026,100026,200026,50026,66000,25000,0,150496,3220440,977
2009-05-11 06:30:00,300025,500025,100025,200025,50025,72000,29166,0,150993,3477621,952
2009-05-11 07:30:00,300025,500025,100025,200025,50025,78000,25000,0,144536,3938543,906
2009-05-11 08:30:00,300026,500026,100026,200026,50026,78000,20833,0,143543,4309285,869
2009-05-11 09:30:00,300026,500026,100026,200026,50026,78000,16666,0,143543,4579826,842
2009-05-11 10:30:00,300026,500026,100026,200026,50026,78000,8333,0,143543,4690046,830
2009-05-11 11:30:00,300028,500028,100028,200028,50028,78000,4166,2226,142549,4853707,814
2009-05-11 12:30:00,300030,500030,100030,200030,50030,78000,4166,6090,134105,4887107,811
2009-05-11 13:30:00,300034,500034,100034,200034,50034,78000,4166,4779,133112,4910487,808
2009-05-11 14:30:00,300038,500038,100038,200038,50038,78000,4166,17685,133609,4917167,808
2009-05-11 15:30:00,300041,500041,100041,200041,50041,78000,4166,68698,133112,4920507,807
2009-05-11 16:30:00,300043,500043,100043,200043,50043,78000,4166,56089,134105,4837007,816
2009-05-11 17:30:00,300044,500044,100044,200044,50044,78000,4166,45565,138079,4810287,818
2009-05-11 18:30:00,300045,500045,100045,200045,50045,78000,4166,73014,138576,4783567,821
2009-05-11 19:30:00,300046,500046,100046,200046,50046,78000,4166,23511,143543,4636606,836
2009-05-11 20:30:00,300046,500046,100046,200046,50046,78000,4166,38381,145033,4609886,839
2009-05-11 21:30:00,300045,500045,100045,200045,50045,72000,4166,3080,145529,4636606,836
2009-05-11 22:30:00,300041,500041,100041,200041,50041,66000,4166,893,144536,4549766,845
2009-05-11 23:30:00,300038,500038,100038,200038,50038,66000,4166,0,145529,4192384,880
2009-05-12 00:30:00,300031,500031,100031,200031,50031,59999,4166,0,146026,3845023,915
2009-05-12 01:30:00,300027,500027,100027,200027,50027,54000,4166,0,144536,3601202,939
2009-05-12 02:30:00,300024,500024,100024,200024,50024,48000,4166,0,144039,3457581,954
2009-05-12 03:30:00,300019,500019,100019,200019,50019,42000,4166,0,146523,3380761,961
2009-05-12 04:30:00,300015,500015,100015,200015,50015,36000,4166,0,141556,3370741,962
2009-05-12 05:30:00,300013,500013,100013,200013,50013,30000,4166,0,133112,3490981,950
2009-05-12 06:30:00,300011,500011,100011,200011,50011,30000,12499,0,133609,3754843,924
2009-05-12 07:30:00,300011,500011,100011,200011,50011,24000,25000,0,135596,4182364,881
2009-05-12 08:30:00,300013,500013,100013,200013,50013,24000,29166,0,133112,4589846,841
2009-05-12 09:30:00,300014,500014,100014,200014,50014,24000,20833,0,133112,4696726,830
2009-05-12 10:30:00,300015,500015,100015,200015,50015,24000,12499,0,132615,4803607,819
2009-05-12 11:30:00,300022,500022,100022,200022,50022,24000,4166,15602,129139,4957247,804
2009-05-12 12:30:00,300032,500032,100032,200032,50032,24000,4166,34465,130132,4990647,800
2009-05-12 13:30:00,300039,500039,100039,200039,50039,24000,4166,54684,127649,5000668,799
2009-05-12 14:30:00,300043,500043,100043,200043,50043,24000,4166,72831,127649,5064128,793
2009-05-12 15:30:00,300047,500047,100047,200047,50047,24000,4166,86785,128145,4980627,801
2009-05-12 16:30:00,300051,500051,100051,200051,50051,30000,4166,94440,127649,4950567,804
2009-05-12 17:30:00,300053,500053,100053,200053,50053,30000,4166,96186,128642,4907147,809
2009-05-12 18:30:00,300054,500054,100054,200054,50054,36000,4166,91030,127649,4793587,820
2009-05-12 19:30:00,300054,500054,100054,200054,50054,36000,4166,79946,127152,4670006,832
2009-05-12 20:30:00,300053,500053,100053,200053,50053,36000,4166,64063,127152,4589846,841
2009-05-12 21:30:00,300052,500052,100052,200052,50052,36000,4166,44916,129139,4700066,829
2009-05-12 22:30:00,300050,500050,100050,200050,50050,36000,4166,25040,127649,4639946,836
2009-05-12 23:30:00,300048,500048,100048,200048,50048,36000,4166,0,128145,4305945,869
2009-05-13 00:30:00,300039,500039,100039,200039,50039,30000,33333,0,127649,3868403,913
2009-05-13 01:30:00,300030,500030,100030,200030,50030,30000,37499,0,127649,3597862,940
2009-05-13 02:30:00,300023,500023,100023,200023,50023,30000,20833,0,127649,3457581,954
2009-05-13 03:30:00,300020,500020,100020,200020,50020,24000,4166,0,127649,3464261,953
2009-05-13 04:30:00,300019,500019,100019,200019,50019,24000,4166,0,127649,3350701,964
2009-05-13 05:30:00,300018,500018,100018,200018,50018,24000,4166,0,127152,3430861,956
2009-05-13 06:30:00,300018,500018,100018,200018,50018,24000,4166,0,127152,3754843,924
2009-05-13 07:30:00,300017,500017,100017,200017,50017,24000,4166,0,124668,4138944,886
2009-05-13 08:30:00,300016,500016,100016,200016,50016,30000,4166,0,122682,4496325,850
2009-05-13 09:30:00,300017,500017,100017,200017,50017,42000,4166,0,123178,4716766,828
2009-05-13 10:30:00,300019,500019,100019,200019,50019,54000,4166,0,123178,4783567,821
2009-05-13 11:30:00,300024,500024,100024,200024,50024,66000,4166,11851,123178,4957247,804
2009-05-13 12:30:00,300033,500033,100033,200033,50033,72000,8333,27211,123675,5074148,792
2009-05-13 13:30:00,300043,500043,100043,200043,50043,78000,8333,39910,123675,5137608,786
2009-05-13 14:30:00,300051,500051,100051,200051,50051,83999,8333,54411,121688,5197728,780
2009-05-13 15:30:00,300057,500057,100057,200057,50057,90000,8333,65969,122682,5174348,782
2009-05-13 16:30:00,300060,500060,100060,200060,50060,102000,8333,90311,118211,5114228,788
2009-05-13 17:30:00,300059,500059,100059,200059,50059,114000,8333,60785,116225,5057448,794
2009-05-13 18:30:00,300057,500057,100057,200057,50057,126000,8333,50435,113741,4957247,804
2009-05-13 19:30:00,300055,500055,100055,200055,50055,132000,4166,24285,112251,4813627,818
2009-05-13 20:30:00,300054,500054,100054,200054,50054,126000,8333,10251,112251,4773547,822
2009-05-13 21:30:00,300054,500054,100054,200054,50054,120000,8333,29351,112251,4873747,812
2009-05-13 22:30:00,300053,500053,100053,200053,50053,126000,8333,15141,112748,4763527,823
2009-05-13 23:30:00,300051,500051,100051,200051,50051,126000,8333,0,112748,4429525,857
2009-05-14 00:30:00,300047,500047,100047,200047,50047,138000,8333,0,112748,4022044,897
2009-05-14 01:30:00,300046,500046,100046,200046,50046,144000,8333,0,113245,3744822,925
2009-05-14 02:30:00,300045,500045,100045,200045,50045,156000,8333,0,117715,3554442,944
2009-05-14 03:30:00,300043,500043,100043,200043,50043,162000,8333,0,118211,3464261,953
2009-05-14 04:30:00,300042,500042,100042,200042,50042,174000,8333,0,118211,3424181,957
2009-05-14 05:30:00,300042,500042,100042,200042,50042,168000,8333,0,118708,3504342,949
2009-05-14 06:30:00,300042,500042,100042,200042,50042,168000,8333,0,118211,3794923,920
2009-05-14 07:30:00,300042,500042,100042,200042,50042,162000,8333,0,115231,4239144,876
2009-05-14 08:30:00,300042,500042,100042,200042,50042,168000,8333,0,112251,4619906,838
2009-05-14 09:30:00,300042,500042,100042,200042,50042,168000,8333,0,109271,4826987,817
2009-05-14 10:30:00,300044,500044,100044,200044,50044,168000,8333,0,106291,4980627,801
2009-05-14 11:30:00,300047,500047,100047,200047,50047,162000,12499,9785,100331,5110888,788
2009-05-14 12:30:00,300051,500051,100051,200051,50051,168000,12499,12305,94867,5257849,774
2009-05-14 13:30:00,300056,500056,100056,200056,50056,186000,12499,2258,88410,5294589,770
2009-05-14 14:30:00,300058,500058,100058,200058,50058,203999,12499,32229,88907,5404809,759
2009-05-14 15:30:00,300058,500058,100058,200058,50058,210000,8333,65032,86423,5438209,756
2009-05-14 16:30:00,300060,500060,100060,200060,50060,180000,8333,16617,86423,5381429,761
2009-05-14 17:30:00,300063,500063,100063,200063,50063,150000,8333,52085,89900,5338009,766
2009-05-14 18:30:00,300066,500066,100066,200066,50066,120000,8333,6161,92880,5224448,777
2009-05-14 19:30:00,300067,500067,100067,200067,50067,96000,8333,16986,99834,5027388,797
2009-05-14 20:30:00,300067,500067,100067,200067,50067,78000,8333,29197,103807,4867067,813
2009-05-14 21:30:00,300064,500064,100064,200064,50064,66000,8333,30961,100827,4960587,803
2009-05-14 22:30:00,300058,500058,100058,200058,50058,59999,4166,22414,100331,4933867,806
2009-05-14 23:30:00,300054,500054,100054,200054,50054,54000,4166,0,98841,4576486,842
2009-05-15 00:30:00,300041,500041,100041,200041,50041,48000,4166,0,99834,4128924,887
2009-05-15 01:30:00,300037,500037,100037,200037,50037,48000,8333,0,99337,3821643,917
2009-05-15 02:30:00,300035,500035,100035,200035,50035,42000,20833,0,99337,3641282,935
2009-05-15 03:30:00,300035,500035,100035,200035,50035,42000,33333,0,93874,3494321,950
2009-05-15 04:30:00,300035,500035,100035,200035,50035,42000,37499,0,91887,3447561,955
2009-05-15 05:30:00,300035,500035,100035,200035,50035,42000,37499,0,82450,3504342,949
2009-05-15 06:30:00,300035,500035,100035,200035,50035,42000,29166,0,78973,3741482,925
2009-05-15 07:30:00,300034,500034,100034,200034,50034,42000,16666,0,73509,4125584,887
2009-05-15 08:30:00,300033,500033,100033,200033,50033,42000,8333,0,71026,4419505,858
2009-05-15 09:30:00,300032,500032,100032,200032,50032,42000,12499,0,70529,4726786,827
2009-05-15 10:30:00,300034,500034,100034,200034,50034,48000,12499,0,71523,4970607,802
2009-05-15 11:30:00,300040,500040,100040,200040,50040,48000,4166,15816,71026,5171008,782
2009-05-15 12:30:00,300051,500051,100051,200051,50051,48000,0,34403,72019,5231128,776
2009-05-15 13:30:00,300060,500060,100060,200060,50060,54000,0,54061,75993,5314629,768
2009-05-15 14:30:00,300066,500066,100066,200066,50066,59999,0,71512,78476,5348029,765
2009-05-15 15:30:00,300070,500070,100070,200070,50070,66000,0,85427,78973,5398129,760
2009-05-15 16:30:00,300073,500073,100073,200073,50073,66000,0,93350,79966,5394789,760
2009-05-15 17:30:00,300075,500075,100075,200075,50075,72000,0,94706,84437,5448229,755
2009-05-15 18:30:00,300077,500077,100077,200077,50077,78000,0,89946,84933,5301269,769
2009-05-15 19:30:00,300076,500076,100076,200076,50076,83999,0,78981,86920,5070808,792
2009-05-15 20:30:00,300077,500077,100077,200077,50077,90000,4166,63229,86423,4933867,806
2009-05-15 21:30:00,300080,500080,100080,200080,50080,90000,4166,44489,85927,4907147,809
2009-05-15 22:30:00,300075,500075,100075,200075,50075,96000,12499,24973,86920,4877087,812
2009-05-15 23:30:00,300068,500068,100068,200068,50068,96000,16666,0,85927,4499665,850
2009-05-16 00:30:00,300053,500053,100053,200053,50053,114000,33333,0,86920,4138944,886
2009-05-16 01:30:00,300048,500048,100048,200048,50048,126000,20833,0,85927,3824983,917
2009-05-16 02:30:00,300047,500047,100047,200047,50047,138000,8333,0,76986,3644622,935
2009-05-16 03:30:00,300049,500049,100049,200049,50049,156000,4166,0,72019,3494321,950
2009-05-16 04:30:00,300050,500050,100050,200050,50050,168000,4166,0,71523,3450901,954
2009-05-16 05:30:00,300050,500050,100050,200050,50050,180000,4166,0,70033,3437541,956
2009-05-16 06:30:00,300051,500051,100051,200051,50051,192000,4166,0,69039,3514362,948
2009-05-16 07:30:00,300052,500052,100052,200052,50052,192000,4166,0,69536,3574482,942
2009-05-16 08:30:00,300052,500052,100052,200052,50052,192000,4166,0,66059,3798263,920
2009-05-16 09:30:00,300052,500052,100052,200052,50052,186000,4166,0,65562,4182364,881
2009-05-16 10:30:00,300053,500053,100053,200053,50053,180000,4166,0,65066,4436205,856
2009-05-16 11:30:00,300058,500058,100058,200058,50058,186000,8333,14907,64569,4586506,841
2009-05-16 12:30:00,300064,500064,100064,200064,50064,198000,8333,22531,65562,4766867,823
2009-05-16 13:30:00,300068,500068,100068,200068,50068,203999,12499,10311,65066,4900467,809
2009-05-16 14:30:00,300070,500070,100070,200070,50070,203999,12499,34128,65562,4910487,808
2009-05-16 15:30:00,300071,500071,100071,200071,50071,203999,12499,80092,65562,4850367,814
2009-05-16 16:30:00,300072,500072,100072,200072,50072,203999,12499,49102,65562,4800267,819
2009-05-16 17:30:00,300073,500073,100073,200073,50073,210000,12499,16853,66059,4760187,823
2009-05-16 18:30:00,300071,500071,100071,200071,50071,216000,12499,41227,58609,4743486,825
2009-05-16 19:30:00,300069,500069,100069,200069,50069,216000,12499,62008,54139,4653306,834
2009-05-16 20:30:00,300067,500067,100067,200067,50067,222000,12499,11467,53145,4636606,836
2009-05-16 21:30:00,300063,500063,100063,200063,50063,228000,8333,10600,54139,4633266,836
2009-05-16 22:30:00,300057,500057,100057,200057,50057,192000,8333,6373,53642,4513026,848
2009-05-16 23:30:00,300054,500054,100054,200054,50054,162000,8333,3165,54139,4192384,880
2009-05-17 00:30:00,300043,500043,100043,200043,50043,96000,4166,0,54139,3791583,920
2009-05-17 01:30:00,300041,500041,100041,200041,50041,90000,4166,0,54635,3544422,945
2009-05-17 02:30:00,300039,500039,100039,200039,50039,83999,4166,0,62086,3323981,967
2009-05-17 03:30:00,300036,500036,100036,200036,50036,78000,4166,0,65066,3113560,988
2009-05-17 04:30:00,300033,500033,100033,200033,50033,66000,4166,0,67549,3046760,995
2009-05-17 05:30:00,300029,500029,100029,200029,50029,54000,4166,0,69039,3000000,1000
2009-05-17 06:30:00,300027,500027,100027,200027,50027,42000,4166,0,72516,3046760,995
2009-05-17 07:30:00,300025,500025,100025,200025,50025,36000,4166,0,75496,3056780,994
2009-05-17 08:30:00,300023,500023,100023,200023,50023,30000,4166,0,77980,3177020,982
2009-05-17 09:30:00,300021,500021,100021,200021,50021,24000,4166,0,80463,3404141,959
2009-05-17 10:30:00,300021,500021,100021,200021,50021,24000,4166,0,81456,3591182,940
2009-05-17 11:30:00,300022,500022,100022,200022,50022,24000,8333,14074,83940,3698062,930
2009-05-17 12:30:00,300023,500023,100023,200023,50023,24000,8333,24764,81456,3761523,923
2009-05-17 13:30:00,300025,500025,100025,200025,50025,18000,8333,39096,80960,3814963,918
2009-05-17 14:30:00,300027,500027,100027,200027,50027,18000,8333,53086,74503,3801603,919
2009-05-17 15:30:00,300030,500030,100030,200030,50030,18000,8333,70350,74006,3791583,920
2009-05-17 16:30:00,300032,500032,100032,200032,50032,12000,8333,79277,73013,3798263,920
2009-05-17 17:30:00,300035,500035,100035,200035,50035,12000,8333,98235,74503,3828323,917
2009-05-17 18:30:00,300037,500037,100037,200037,50037,12000,8333,80547,73509,3838343,916
2009-05-17 19:30:00,300038,500038,100038,200038,50038,12000,8333,82830,72516,3798263,920
2009-05-17 20:30:00,300038,500038,100038,200038,50038,12000,8333,66709,76490,3801603,919
2009-05-17 21:30:00,300036,500036,100036,200036,50036,12000,8333,47383,73509,3995323,900
2009-05-17 22:30:00,300032,500032,100032,200032,50032,12000,8333,23234,73013,4095524,890
2009-05-17 23:30:00,300029,500029,100029,200029,50029,12000,4166,3843,73013,3845023,915
